ID;isAdult;ufov;enum;alert;conflict;cd;filter;corsi;mot;nback;pdms;cdms;odms;raven;ppvt;atComp;wmComp
1;0;-4;422898628;;875;;167767358;;238299047;;55;;166666667;;848333333;;9;;88;;6125;15;25;66666667;;692307692;;860465116;;887411967;;864021605
2;0;-5;76860533;;625;;067780607;;080309124;;6;0;;609666667;;85;;866666667;;675;14;33333333;21;;538461538;;604651163;;728868987;;726895988
3;0;-5;117113185;;775;;015466474;;050991614;;6;0;;493333333;;75;;82;;65;13;66666667;60;;5;;744186047;;762397534;;636029349
4;0;-5;010005096;;7;;016592518;;016943503;;866666667;0;;60875;;85;;86;;475;16;16666667;43;5;;461538462;;813953488;;771362431;;723550275
5;0;-6;829774548;;625;;020735701;;057369307;;6;-;033333333;;625666667;;775;;8;;725;15;16666667;16;66666667;;538461538;;627906977;;695970545;;707483804
6;0;-4;828273737;;5;-;105742916;;099417793;;96;;266666667;;371333333;;825;;84;;45;9;333333333;16;66666667;;615384615;;76744186;;642261629;;558497986
7;0;-5;397124833;;725;;080125809;;310023394;;8;;2;;809333333;;875;;913333333;;625;11;5;25;;538461538;;534883721;;796476616;;859762241
8;0;-5;408377309;;775;;13272157;;026303646;;733333333;-;033333333;;806333333;;925;;926666667;;75;10;66666667;39;16666667;;807692308;;88372093;;846684711;;864408597
9;0;-5;255801229;;65;;030907074;;094141326;;68;-;1;;8325;;85;;826666667;;75;11;33333333;38;16666667;;653846154;;813953488;;743303437;;829578206
10;0;-4;787422659;;825;;171227223;;144095667;1;-;033333333;;908666667;;925;;933333333;;725;10;33333333;19;33333333;;769230769;;837209302;;87357026;;920917417
12;0;-5;8572615;;675;-;076842215;;243290429;;933333333;-;266666667;;731333333;;9;;933333333;;5;11;83333333;37;83333333;;730769231;;651162791;;779422863;;826182654
13;0;-6;693885587;;375;;267186154;;090101844;;666666667;;133333333;;553;;85;;733333333;;475;21;66666667;20;33333333;;192307692;;558139535;;56457949;;636814991
14;0;-5;610736197;;7;;0500117;;207999063;;866666667;;066666667;;647;;85;;926666667;;625;10;33333333;31;33333333;;730769231;;581395349;;771362431;;774308293
16;0;-6;022241054;;6;;079980123;;080090062;;933333333;;033333333;;528666667;;8;;893333333;;825;14;33333333;36;;5;;604651163;;692820323;;687223076
17;0;-4;794063849;;85;;008015644;;203411763;;733333333;;266666667;;813333333;;875;;88;;575;7;333333333;45;66666667;;730769231;;860465116;;862409416;;846010244
